tranche_id	generation	heavy_atom_bin	logp_bin	url	expected_bytes
zinc-22f-H19P310	f	19	310	https://files.docking.org/zinc22/zinc-22f/H19/H19P310/H19P310-M.f.smi.gz	1195916
zinc-22f-H19P320	f	19	320	https://files.docking.org/zinc22/zinc-22f/H19/H19P320/H19P320-M.f.smi.gz	1059587
zinc-22f-H19P330	f	19	330	https://files.docking.org/zinc22/zinc-22f/H19/H19P330/H19P330-M.f.smi.gz	951274
zinc-22f-H19P340	f	19	340	https://files.docking.org/zinc22/zinc-22f/H19/H19P340/H19P340-M.f.smi.gz	1195477
zinc-22f-H19P350	f	19	350	https://files.docking.org/zinc22/zinc-22f/H19/H19P350/H19P350-M.f.smi.gz	746497
zinc-22f-H19P360	f	19	360	https://files.docking.org/zinc22/zinc-22f/H19/H19P360/H19P360-M.f.smi.gz	652263
zinc-22f-H19P370	f	19	370	https://files.docking.org/zinc22/zinc-22f/H19/H19P370/H19P370-M.f.smi.gz	562039
zinc-22f-H19P380	f	19	380	https://files.docking.org/zinc22/zinc-22f/H19/H19P380/H19P380-M.f.smi.gz	497235
zinc-22f-H19P390	f	19	390	https://files.docking.org/zinc22/zinc-22f/H19/H19P390/H19P390-M.f.smi.gz	413329
zinc-22f-H19P400	f	19	400	https://files.docking.org/zinc22/zinc-22f/H19/H19P400/H19P400-M.f.smi.gz	351923
zinc-22f-H19P410	f	19	410	https://files.docking.org/zinc22/zinc-22f/H19/H19P410/H19P410-M.f.smi.gz	294746
zinc-22f-H19P420	f	19	420	https://files.docking.org/zinc22/zinc-22f/H19/H19P420/H19P420-M.f.smi.gz	312464
zinc-22f-H19P430	f	19	430	https://files.docking.org/zinc22/zinc-22f/H19/H19P430/H19P430-M.f.smi.gz	227142
zinc-22f-H19P440	f	19	440	https://files.docking.org/zinc22/zinc-22f/H19/H19P440/H19P440-M.f.smi.gz	157312
zinc-22f-H19P450	f	19	450	https://files.docking.org/zinc22/zinc-22f/H19/H19P450/H19P450-M.f.smi.gz	131397
zinc-22f-H19P460	f	19	460	https://files.docking.org/zinc22/zinc-22f/H19/H19P460/H19P460-M.f.smi.gz	101751
zinc-22f-H19P470	f	19	470	https://files.docking.org/zinc22/zinc-22f/H19/H19P470/H19P470-M.f.smi.gz	73171
zinc-22f-H19P480	f	19	480	https://files.docking.org/zinc22/zinc-22f/H19/H19P480/H19P480-M.f.smi.gz	57006
zinc-22f-H19P490	f	19	490	https://files.docking.org/zinc22/zinc-22f/H19/H19P490/H19P490-M.f.smi.gz	62404
zinc-22f-H19P500	f	19	500	https://files.docking.org/zinc22/zinc-22f/H19/H19P500/H19P500-M.f.smi.gz	105426
zinc-22f-H19P600	f	19	600	https://files.docking.org/zinc22/zinc-22f/H19/H19P600/H19P600-M.f.smi.gz	1831
zinc-22f-H19P700	f	19	700	https://files.docking.org/zinc22/zinc-22f/H19/H19P700/H19P700-M.f.smi.gz	103
zinc-22f-H20P000	f	20	0	https://files.docking.org/zinc22/zinc-22f/H20/H20P000/H20P000-M.f.smi.gz	3612603
zinc-22f-H20P010	f	20	10	https://files.docking.org/zinc22/zinc-22f/H20/H20P010/H20P010-M.f.smi.gz	3745394
zinc-22f-H20P020	f	20	20	https://files.docking.org/zinc22/zinc-22f/H20/H20P020/H20P020-M.f.smi.gz	4014161
zinc-22f-H20P030	f	20	30	https://files.docking.org/zinc22/zinc-22f/H20/H20P030/H20P030-M.f.smi.gz	4405256
zinc-22f-H20P040	f	20	40	https://files.docking.org/zinc22/zinc-22f/H20/H20P040/H20P040-M.f.smi.gz	4593113
zinc-22f-H20P050	f	20	50	https://files.docking.org/zinc22/zinc-22f/H20/H20P050/H20P050-M.f.smi.gz	4862156
zinc-22f-H20P060	f	20	60	https://files.docking.org/zinc22/zinc-22f/H20/H20P060/H20P060-M.f.smi.gz	5230304
zinc-22f-H20P070	f	20	70	https://files.docking.org/zinc22/zinc-22f/H20/H20P070/H20P070-M.f.smi.gz	5205419
zinc-22f-H20P080	f	20	80	https://files.docking.org/zinc22/zinc-22f/H20/H20P080/H20P080-M.f.smi.gz	5416428
zinc-22f-H20P090	f	20	90	https://files.docking.org/zinc22/zinc-22f/H20/H20P090/H20P090-M.f.smi.gz	5251293
zinc-22f-H20P100	f	20	100	https://files.docking.org/zinc22/zinc-22f/H20/H20P100/H20P100-M.f.smi.gz	5495325
zinc-22f-H20P110	f	20	110	https://files.docking.org/zinc22/zinc-22f/H20/H20P110/H20P110-M.f.smi.gz	5748697
zinc-22f-H20P120	f	20	120	https://files.docking.org/zinc22/zinc-22f/H20/H20P120/H20P120-M.f.smi.gz	5632229
zinc-22f-H20P130	f	20	130	https://files.docking.org/zinc22/zinc-22f/H20/H20P130/H20P130-M.f.smi.gz	5633508
zinc-22f-H20P140	f	20	140	https://files.docking.org/zinc22/zinc-22f/H20/H20P140/H20P140-M.f.smi.gz	5806641
zinc-22f-H20P150	f	20	150	https://files.docking.org/zinc22/zinc-22f/H20/H20P150/H20P150-M.f.smi.gz	5848781
zinc-22f-H20P160	f	20	160	https://files.docking.org/zinc22/zinc-22f/H20/H20P160/H20P160-M.f.smi.gz	5824840
zinc-22f-H20P170	f	20	170	https://files.docking.org/zinc22/zinc-22f/H20/H20P170/H20P170-M.f.smi.gz	9059969
zinc-22f-H20P180	f	20	180	https://files.docking.org/zinc22/zinc-22f/H20/H20P180/H20P180-M.f.smi.gz	8988152
zinc-22f-H20P190	f	20	190	https://files.docking.org/zinc22/zinc-22f/H20/H20P190/H20P190-M.f.smi.gz	8644910
zinc-22f-H20P200	f	20	200	https://files.docking.org/zinc22/zinc-22f/H20/H20P200/H20P200-M.f.smi.gz	4620539
zinc-22f-H20P210	f	20	210	https://files.docking.org/zinc22/zinc-22f/H20/H20P210/H20P210-M.f.smi.gz	4459469
zinc-22f-H20P220	f	20	220	https://files.docking.org/zinc22/zinc-22f/H20/H20P220/H20P220-M.f.smi.gz	4127608
zinc-22f-H20P230	f	20	230	https://files.docking.org/zinc22/zinc-22f/H20/H20P230/H20P230-M.f.smi.gz	3996584
zinc-22f-H20P240	f	20	240	https://files.docking.org/zinc22/zinc-22f/H20/H20P240/H20P240-M.f.smi.gz	3727472
zinc-22f-H20P250	f	20	250	https://files.docking.org/zinc22/zinc-22f/H20/H20P250/H20P250-M.f.smi.gz	3734056
zinc-22f-H20P260	f	20	260	https://files.docking.org/zinc22/zinc-22f/H20/H20P260/H20P260-M.f.smi.gz	3388560
zinc-22f-H20P270	f	20	270	https://files.docking.org/zinc22/zinc-22f/H20/H20P270/H20P270-M.f.smi.gz	3127823
zinc-22f-H20P280	f	20	280	https://files.docking.org/zinc22/zinc-22f/H20/H20P280/H20P280-M.f.smi.gz	2992313
zinc-22f-H20P290	f	20	290	https://files.docking.org/zinc22/zinc-22f/H20/H20P290/H20P290-M.f.smi.gz	2888059
zinc-22f-H20P300	f	20	300	https://files.docking.org/zinc22/zinc-22f/H20/H20P300/H20P300-M.f.smi.gz	2544172
zinc-22f-H20P310	f	20	310	https://files.docking.org/zinc22/zinc-22f/H20/H20P310/H20P310-M.f.smi.gz	4093407
zinc-22f-H20P320	f	20	320	https://files.docking.org/zinc22/zinc-22f/H20/H20P320/H20P320-M.f.smi.gz	4096916
zinc-22f-H20P330	f	20	330	https://files.docking.org/zinc22/zinc-22f/H20/H20P330/H20P330-M.f.smi.gz	3677695
zinc-22f-H20P340	f	20	340	https://files.docking.org/zinc22/zinc-22f/H20/H20P340/H20P340-M.f.smi.gz	3288804
zinc-22f-H20P350	f	20	350	https://files.docking.org/zinc22/zinc-22f/H20/H20P350/H20P350-M.f.smi.gz	1520773
zinc-22f-H20P360	f	20	360	https://files.docking.org/zinc22/zinc-22f/H20/H20P360/H20P360-M.f.smi.gz	1393504
zinc-22f-H20P370	f	20	370	https://files.docking.org/zinc22/zinc-22f/H20/H20P370/H20P370-M.f.smi.gz	1216797
zinc-22f-H20P380	f	20	380	https://files.docking.org/zinc22/zinc-22f/H20/H20P380/H20P380-M.f.smi.gz	1072156
zinc-22f-H20P390	f	20	390	https://files.docking.org/zinc22/zinc-22f/H20/H20P390/H20P390-M.f.smi.gz	946817
zinc-22f-H20P400	f	20	400	https://files.docking.org/zinc22/zinc-22f/H20/H20P400/H20P400-M.f.smi.gz	788343
zinc-22f-H20P410	f	20	410	https://files.docking.org/zinc22/zinc-22f/H20/H20P410/H20P410-M.f.smi.gz	701548
zinc-22f-H20P420	f	20	420	https://files.docking.org/zinc22/zinc-22f/H20/H20P420/H20P420-M.f.smi.gz	593780
zinc-22f-H20P430	f	20	430	https://files.docking.org/zinc22/zinc-22f/H20/H20P430/H20P430-M.f.smi.gz	492359
zinc-22f-H20P440	f	20	440	https://files.docking.org/zinc22/zinc-22f/H20/H20P440/H20P440-M.f.smi.gz	387969
zinc-22f-H20P450	f	20	450	https://files.docking.org/zinc22/zinc-22f/H20/H20P450/H20P450-M.f.smi.gz	319452
zinc-22f-H20P460	f	20	460	https://files.docking.org/zinc22/zinc-22f/H20/H20P460/H20P460-M.f.smi.gz	250224
zinc-22f-H20P470	f	20	470	https://files.docking.org/zinc22/zinc-22f/H20/H20P470/H20P470-M.f.smi.gz	202146
zinc-22f-H20P480	f	20	480	https://files.docking.org/zinc22/zinc-22f/H20/H20P480/H20P480-M.f.smi.gz	153089
zinc-22f-H20P490	f	20	490	https://files.docking.org/zinc22/zinc-22f/H20/H20P490/H20P490-M.f.smi.gz	121938
zinc-22f-H20P500	f	20	500	https://files.docking.org/zinc22/zinc-22f/H20/H20P500/H20P500-M.f.smi.gz	322032
zinc-22f-H20P600	f	20	600	https://files.docking.org/zinc22/zinc-22f/H20/H20P600/H20P600-M.f.smi.gz	6256
zinc-22f-H20P700	f	20	700	https://files.docking.org/zinc22/zinc-22f/H20/H20P700/H20P700-M.f.smi.gz	77
zinc-22x-H10P240	x	10	240	https://files.docking.org/zinc22/zinc-22x/H10/H10P240/H10P240-M.x.smi.gz	48
zinc-22x-H11P200	x	11	200	https://files.docking.org/zinc22/zinc-22x/H11/H11P200/H11P200-M.x.smi.gz	147
zinc-22x-H11P210	x	11	210	https://files.docking.org/zinc22/zinc-22x/H11/H11P210/H11P210-M.x.smi.gz	94
zinc-22x-H11P220	x	11	220	https://files.docking.org/zinc22/zinc-22x/H11/H11P220/H11P220-M.x.smi.gz	52
zinc-22x-H11P250	x	11	250	https://files.docking.org/zinc22/zinc-22x/H11/H11P250/H11P250-M.x.smi.gz	51
zinc-22x-H11P270	x	11	270	https://files.docking.org/zinc22/zinc-22x/H11/H11P270/H11P270-M.x.smi.gz	50
zinc-22x-H11P280	x	11	280	https://files.docking.org/zinc22/zinc-22x/H11/H11P280/H11P280-M.x.smi.gz	58
zinc-22x-H11P300	x	11	300	https://files.docking.org/zinc22/zinc-22x/H11/H11P300/H11P300-M.x.smi.gz	49
zinc-22x-H12P200	x	12	200	https://files.docking.org/zinc22/zinc-22x/H12/H12P200/H12P200-M.x.smi.gz	520
zinc-22x-H12P210	x	12	210	https://files.docking.org/zinc22/zinc-22x/H12/H12P210/H12P210-M.x.smi.gz	262
zinc-22x-H12P220	x	12	220	https://files.docking.org/zinc22/zinc-22x/H12/H12P220/H12P220-M.x.smi.gz	337
zinc-22x-H12P230	x	12	230	https://files.docking.org/zinc22/zinc-22x/H12/H12P230/H12P230-M.x.smi.gz	243
zinc-22x-H12P240	x	12	240	https://files.docking.org/zinc22/zinc-22x/H12/H12P240/H12P240-M.x.smi.gz	264
zinc-22x-H12P250	x	12	250	https://files.docking.org/zinc22/zinc-22x/H12/H12P250/H12P250-M.x.smi.gz	117
zinc-22x-H12P260	x	12	260	https://files.docking.org/zinc22/zinc-22x/H12/H12P260/H12P260-M.x.smi.gz	75
zinc-22x-H12P270	x	12	270	https://files.docking.org/zinc22/zinc-22x/H12/H12P270/H12P270-M.x.smi.gz	94
zinc-22x-H12P280	x	12	280	https://files.docking.org/zinc22/zinc-22x/H12/H12P280/H12P280-M.x.smi.gz	51
zinc-22x-H12P290	x	12	290	https://files.docking.org/zinc22/zinc-22x/H12/H12P290/H12P290-M.x.smi.gz	97
zinc-22x-H12P300	x	12	300	https://files.docking.org/zinc22/zinc-22x/H12/H12P300/H12P300-M.x.smi.gz	65
zinc-22x-H12P310	x	12	310	https://files.docking.org/zinc22/zinc-22x/H12/H12P310/H12P310-M.x.smi.gz	109
zinc-22x-H12P320	x	12	320	https://files.docking.org/zinc22/zinc-22x/H12/H12P320/H12P320-M.x.smi.gz	55
zinc-22x-H12P330	x	12	330	https://files.docking.org/zinc22/zinc-22x/H12/H12P330/H12P330-M.x.smi.gz	72
zinc-22x-H12P340	x	12	340	https://files.docking.org/zinc22/zinc-22x/H12/H12P340/H12P340-M.x.smi.gz	73
zinc-22x-H13P200	x	13	200	https://files.docking.org/zinc22/zinc-22x/H13/H13P200/H13P200-M.x.smi.gz	90
zinc-22x-H13P210	x	13	210	https://files.docking.org/zinc22/zinc-22x/H13/H13P210/H13P210-M.x.smi.gz	173
zinc-22x-H13P220	x	13	220	https://files.docking.org/zinc22/zinc-22x/H13/H13P220/H13P220-M.x.smi.gz	129
zinc-22x-H13P230	x	13	230	https://files.docking.org/zinc22/zinc-22x/H13/H13P230/H13P230-M.x.smi.gz	107
zinc-22x-H13P240	x	13	240	https://files.docking.org/zinc22/zinc-22x/H13/H13P240/H13P240-M.x.smi.gz	132
zinc-22x-H13P250	x	13	250	https://files.docking.org/zinc22/zinc-22x/H13/H13P250/H13P250-M.x.smi.gz	77
zinc-22x-H13P260	x	13	260	https://files.docking.org/zinc22/zinc-22x/H13/H13P260/H13P260-M.x.smi.gz	99
zinc-22x-H13P270	x	13	270	https://files.docking.org/zinc22/zinc-22x/H13/H13P270/H13P270-M.x.smi.gz	61
zinc-22x-H13P280	x	13	280	https://files.docking.org/zinc22/zinc-22x/H13/H13P280/H13P280-M.x.smi.gz	61
zinc-22x-H13P290	x	13	290	https://files.docking.org/zinc22/zinc-22x/H13/H13P290/H13P290-M.x.smi.gz	56
zinc-22x-H13P360	x	13	360	https://files.docking.org/zinc22/zinc-22x/H13/H13P360/H13P360-M.x.smi.gz	54
zinc-22x-H14P200	x	14	200	https://files.docking.org/zinc22/zinc-22x/H14/H14P200/H14P200-M.x.smi.gz	932
zinc-22x-H14P210	x	14	210	https://files.docking.org/zinc22/zinc-22x/H14/H14P210/H14P210-M.x.smi.gz	704
zinc-22x-H14P220	x	14	220	https://files.docking.org/zinc22/zinc-22x/H14/H14P220/H14P220-M.x.smi.gz	427
zinc-22x-H14P230	x	14	230	https://files.docking.org/zinc22/zinc-22x/H14/H14P230/H14P230-M.x.smi.gz	376
zinc-22x-H14P240	x	14	240	https://files.docking.org/zinc22/zinc-22x/H14/H14P240/H14P240-M.x.smi.gz	312
zinc-22x-H14P250	x	14	250	https://files.docking.org/zinc22/zinc-22x/H14/H14P250/H14P250-M.x.smi.gz	179
zinc-22x-H14P260	x	14	260	https://files.docking.org/zinc22/zinc-22x/H14/H14P260/H14P260-M.x.smi.gz	166
zinc-22x-H14P270	x	14	270	https://files.docking.org/zinc22/zinc-22x/H14/H14P270/H14P270-M.x.smi.gz	128
zinc-22x-H14P280	x	14	280	https://files.docking.org/zinc22/zinc-22x/H14/H14P280/H14P280-M.x.smi.gz	229
zinc-22x-H14P290	x	14	290	https://files.docking.org/zinc22/zinc-22x/H14/H14P290/H14P290-M.x.smi.gz	149
zinc-22x-H14P300	x	14	300	https://files.docking.org/zinc22/zinc-22x/H14/H14P300/H14P300-M.x.smi.gz	123
zinc-22x-H14P320	x	14	320	https://files.docking.org/zinc22/zinc-22x/H14/H14P320/H14P320-M.x.smi.gz	55
zinc-22x-H14P330	x	14	330	https://files.docking.org/zinc22/zinc-22x/H14/H14P330/H14P330-M.x.smi.gz	82
zinc-22x-H14P350	x	14	350	https://files.docking.org/zinc22/zinc-22x/H14/H14P350/H14P350-M.x.smi.gz	83
zinc-22x-H14P390	x	14	390	https://files.docking.org/zinc22/zinc-22x/H14/H14P390/H14P390-M.x.smi.gz	54
zinc-22x-H14P440	x	14	440	https://files.docking.org/zinc22/zinc-22x/H14/H14P440/H14P440-M.x.smi.gz	84
zinc-22x-H15P200	x	15	200	https://files.docking.org/zinc22/zinc-22x/H15/H15P200/H15P200-M.x.smi.gz	1765
zinc-22x-H15P210	x	15	210	https://files.docking.org/zinc22/zinc-22x/H15/H15P210/H15P210-M.x.smi.gz	1518
zinc-22x-H15P220	x	15	220	https://files.docking.org/zinc22/zinc-22x/H15/H15P220/H15P220-M.x.smi.gz	1825
zinc-22x-H15P230	x	15	230	https://files.docking.org/zinc22/zinc-22x/H15/H15P230/H15P230-M.x.smi.gz	1199
zinc-22x-H15P240	x	15	240	https://files.docking.org/zinc22/zinc-22x/H15/H15P240/H15P240-M.x.smi.gz	1048
zinc-22x-H15P250	x	15	250	https://files.docking.org/zinc22/zinc-22x/H15/H15P250/H15P250-M.x.smi.gz	933
zinc-22x-H15P260	x	15	260	https://files.docking.org/zinc22/zinc-22x/H15/H15P260/H15P260-M.x.smi.gz	906
zinc-22x-H15P270	x	15	270	https://files.docking.org/zinc22/zinc-22x/H15/H15P270/H15P270-M.x.smi.gz	657
zinc-22x-H15P280	x	15	280	https://files.docking.org/zinc22/zinc-22x/H15/H15P280/H15P280-M.x.smi.gz	385
zinc-22x-H15P290	x	15	290	https://files.docking.org/zinc22/zinc-22x/H15/H15P290/H15P290-M.x.smi.gz	333
zinc-22x-H15P300	x	15	300	https://files.docking.org/zinc22/zinc-22x/H15/H15P300/H15P300-M.x.smi.gz	235
zinc-22x-H15P310	x	15	310	https://files.docking.org/zinc22/zinc-22x/H15/H15P310/H15P310-M.x.smi.gz	384
zinc-22x-H15P320	x	15	320	https://files.docking.org/zinc22/zinc-22x/H15/H15P320/H15P320-M.x.smi.gz	185
zinc-22x-H15P330	x	15	330	https://files.docking.org/zinc22/zinc-22x/H15/H15P330/H15P330-M.x.smi.gz	122
zinc-22x-H15P340	x	15	340	https://files.docking.org/zinc22/zinc-22x/H15/H15P340/H15P340-M.x.smi.gz	119
zinc-22x-H15P350	x	15	350	https://files.docking.org/zinc22/zinc-22x/H15/H15P350/H15P350-M.x.smi.gz	151
zinc-22x-H15P360	x	15	360	https://files.docking.org/zinc22/zinc-22x/H15/H15P360/H15P360-M.x.smi.gz	99
zinc-22x-H15P370	x	15	370	https://files.docking.org/zinc22/zinc-22x/H15/H15P370/H15P370-M.x.smi.gz	67
zinc-22x-H15P400	x	15	400	https://files.docking.org/zinc22/zinc-22x/H15/H15P400/H15P400-M.x.smi.gz	70
zinc-22x-H15P410	x	15	410	https://files.docking.org/zinc22/zinc-22x/H15/H15P410/H15P410-M.x.smi.gz	389
zinc-22x-H15P420	x	15	420	https://files.docking.org/zinc22/zinc-22x/H15/H15P420/H15P420-M.x.smi.gz	233
zinc-22x-H15P430	x	15	430	https://files.docking.org/zinc22/zinc-22x/H15/H15P430/H15P430-M.x.smi.gz	196
zinc-22x-H15P440	x	15	440	https://files.docking.org/zinc22/zinc-22x/H15/H15P440/H15P440-M.x.smi.gz	183
zinc-22x-H15P450	x	15	450	https://files.docking.org/zinc22/zinc-22x/H15/H15P450/H15P450-M.x.smi.gz	115
zinc-22x-H15P500	x	15	500	https://files.docking.org/zinc22/zinc-22x/H15/H15P500/H15P500-M.x.smi.gz	65
zinc-22x-H16P200	x	16	200	https://files.docking.org/zinc22/zinc-22x/H16/H16P200/H16P200-M.x.smi.gz	3893
zinc-22x-H16P210	x	16	210	https://files.docking.org/zinc22/zinc-22x/H16/H16P210/H16P210-M.x.smi.gz	3999
zinc-22x-H16P220	x	16	220	https://files.docking.org/zinc22/zinc-22x/H16/H16P220/H16P220-M.x.smi.gz	4142
zinc-22x-H16P230	x	16	230	https://files.docking.org/zinc22/zinc-22x/H16/H16P230/H16P230-M.x.smi.gz	3034
zinc-22x-H16P240	x	16	240	https://files.docking.org/zinc22/zinc-22x/H16/H16P240/H16P240-M.x.smi.gz	3693
zinc-22x-H16P250	x	16	250	https://files.docking.org/zinc22/zinc-22x/H16/H16P250/H16P250-M.x.smi.gz	2233
zinc-22x-H16P260	x	16	260	https://files.docking.org/zinc22/zinc-22x/H16/H16P260/H16P260-M.x.smi.gz	2174
zinc-22x-H16P270	x	16	270	https://files.docking.org/zinc22/zinc-22x/H16/H16P270/H16P270-M.x.smi.gz	2196
zinc-22x-H16P280	x	16	280	https://files.docking.org/zinc22/zinc-22x/H16/H16P280/H16P280-M.x.smi.gz	1855
zinc-22x-H16P290	x	16	290	https://files.docking.org/zinc22/zinc-22x/H16/H16P290/H16P290-M.x.smi.gz	1308
zinc-22x-H16P300	x	16	300	https://files.docking.org/zinc22/zinc-22x/H16/H16P300/H16P300-M.x.smi.gz	1335
zinc-22x-H16P310	x	16	310	https://files.docking.org/zinc22/zinc-22x/H16/H16P310/H16P310-M.x.smi.gz	785
zinc-22x-H16P320	x	16	320	https://files.docking.org/zinc22/zinc-22x/H16/H16P320/H16P320-M.x.smi.gz	654
zinc-22x-H16P330	x	16	330	https://files.docking.org/zinc22/zinc-22x/H16/H16P330/H16P330-M.x.smi.gz	305
zinc-22x-H16P340	x	16	340	https://files.docking.org/zinc22/zinc-22x/H16/H16P340/H16P340-M.x.smi.gz	494
zinc-22x-H16P350	x	16	350	https://files.docking.org/zinc22/zinc-22x/H16/H16P350/H16P350-M.x.smi.gz	404
zinc-22x-H16P360	x	16	360	https://files.docking.org/zinc22/zinc-22x/H16/H16P360/H16P360-M.x.smi.gz	214
zinc-22x-H16P390	x	16	390	https://files.docking.org/zinc22/zinc-22x/H16/H16P390/H16P390-M.x.smi.gz	169
zinc-22x-H16P400	x	16	400	https://files.docking.org/zinc22/zinc-22x/H16/H16P400/H16P400-M.x.smi.gz	55
zinc-22x-H16P410	x	16	410	https://files.docking.org/zinc22/zinc-22x/H16/H16P410/H16P410-M.x.smi.gz	1153
zinc-22x-H16P420	x	16	420	https://files.docking.org/zinc22/zinc-22x/H16/H16P420/H16P420-M.x.smi.gz	725
zinc-22x-H16P430	x	16	430	https://files.docking.org/zinc22/zinc-22x/H16/H16P430/H16P430-M.x.smi.gz	559
zinc-22x-H16P440	x	16	440	https://files.docking.org/zinc22/zinc-22x/H16/H16P440/H16P440-M.x.smi.gz	768
zinc-22x-H16P450	x	16	450	https://files.docking.org/zinc22/zinc-22x/H16/H16P450/H16P450-M.x.smi.gz	219
zinc-22x-H16P460	x	16	460	https://files.docking.org/zinc22/zinc-22x/H16/H16P460/H16P460-M.x.smi.gz	251
zinc-22x-H16P470	x	16	470	https://files.docking.org/zinc22/zinc-22x/H16/H16P470/H16P470-M.x.smi.gz	233
zinc-22x-H16P490	x	16	490	https://files.docking.org/zinc22/zinc-22x/H16/H16P490/H16P490-M.x.smi.gz	62
zinc-22x-H16P500	x	16	500	https://files.docking.org/zinc22/zinc-22x/H16/H16P500/H16P500-M.x.smi.gz	133
zinc-22x-H17P000	x	17	0	https://files.docking.org/zinc22/zinc-22x/H17/H17P000/H17P000-M.smi.gz	215892
zinc-22x-H17P010	x	17	10	https://files.docking.org/zinc22/zinc-22x/H17/H17P010/H17P010-M.smi.gz	264486
zinc-22x-H17P020	x	17	20	https://files.docking.org/zinc22/zinc-22x/H17/H17P020/H17P020-M.smi.gz	249406
zinc-22x-H17P030	x	17	30	https://files.docking.org/zinc22/zinc-22x/H17/H17P030/H17P030-M.smi.gz	279319
zinc-22x-H17P040	x	17	40	https://files.docking.org/zinc22/zinc-22x/H17/H17P040/H17P040-M.smi.gz	316775
zinc-22x-H17P050	x	17	50	https://files.docking.org/zinc22/zinc-22x/H17/H17P050/H17P050-M.smi.gz	341012
zinc-22x-H17P060	x	17	60	https://files.docking.org/zinc22/zinc-22x/H17/H17P060/H17P060-M.smi.gz	362665
zinc-22x-H17P070	x	17	70	https://files.docking.org/zinc22/zinc-22x/H17/H17P070/H17P070-M.smi.gz	443177
zinc-22x-H17P080	x	17	80	https://files.docking.org/zinc22/zinc-22x/H17/H17P080/H17P080-M.smi.gz	380070
zinc-22x-H17P090	x	17	90	https://files.docking.org/zinc22/zinc-22x/H17/H17P090/H17P090-M.smi.gz	403279
zinc-22x-H17P100	x	17	100	https://files.docking.org/zinc22/zinc-22x/H17/H17P100/H17P100-M.smi.gz	428568
zinc-22x-H17P110	x	17	110	https://files.docking.org/zinc22/zinc-22x/H17/H17P110/H17P110-M.smi.gz	447973
zinc-22x-H17P120	x	17	120	https://files.docking.org/zinc22/zinc-22x/H17/H17P120/H17P120-M.smi.gz	400565
zinc-22x-H17P130	x	17	130	https://files.docking.org/zinc22/zinc-22x/H17/H17P130/H17P130-M.smi.gz	403521
zinc-22x-H17P140	x	17	140	https://files.docking.org/zinc22/zinc-22x/H17/H17P140/H17P140-M.smi.gz	417972
zinc-22x-H17P150	x	17	150	https://files.docking.org/zinc22/zinc-22x/H17/H17P150/H17P150-M.smi.gz	336838
zinc-22x-H17P160	x	17	160	https://files.docking.org/zinc22/zinc-22x/H17/H17P160/H17P160-M.smi.gz	414755
zinc-22x-H17P170	x	17	170	https://files.docking.org/zinc22/zinc-22x/H17/H17P170/H17P170-M.smi.gz	411134
zinc-22x-H17P180	x	17	180	https://files.docking.org/zinc22/zinc-22x/H17/H17P180/H17P180-M.smi.gz	383693
zinc-22x-H17P190	x	17	190	https://files.docking.org/zinc22/zinc-22x/H17/H17P190/H17P190-M.smi.gz	367317
zinc-22x-H17P200	x	17	200	https://files.docking.org/zinc22/zinc-22x/H17/H17P200/H17P200-M.smi.gz	277835
zinc-22x-H17P210	x	17	210	https://files.docking.org/zinc22/zinc-22x/H17/H17P210/H17P210-M.smi.gz	302610
zinc-22x-H17P220	x	17	220	https://files.docking.org/zinc22/zinc-22x/H17/H17P220/H17P220-M.smi.gz	226549
zinc-22x-H17P230	x	17	230	https://files.docking.org/zinc22/zinc-22x/H17/H17P230/H17P230-M.smi.gz	194540
zinc-22x-H17P240	x	17	240	https://files.docking.org/zinc22/zinc-22x/H17/H17P240/H17P240-M.smi.gz	177437
zinc-22x-H17P250	x	17	250	https://files.docking.org/zinc22/zinc-22x/H17/H17P250/H17P250-M.smi.gz	161250
zinc-22x-H17P260	x	17	260	https://files.docking.org/zinc22/zinc-22x/H17/H17P260/H17P260-M.smi.gz	137865
zinc-22x-H17P270	x	17	270	https://files.docking.org/zinc22/zinc-22x/H17/H17P270/H17P270-M.smi.gz	130997
zinc-22x-H17P280	x	17	280	https://files.docking.org/zinc22/zinc-22x/H17/H17P280/H17P280-M.smi.gz	129168
zinc-22x-H17P290	x	17	290	https://files.docking.org/zinc22/zinc-22x/H17/H17P290/H17P290-M.smi.gz	89453
zinc-22x-H17P300	x	17	300	https://files.docking.org/zinc22/zinc-22x/H17/H17P300/H17P300-M.smi.gz	82633
zinc-22x-H17P310	x	17	310	https://files.docking.org/zinc22/zinc-22x/H17/H17P310/H17P310-M.smi.gz	69642
zinc-22x-H17P320	x	17	320	https://files.docking.org/zinc22/zinc-22x/H17/H17P320/H17P320-M.smi.gz	55134
zinc-22x-H17P330	x	17	330	https://files.docking.org/zinc22/zinc-22x/H17/H17P330/H17P330-M.smi.gz	48614
zinc-22x-H17P340	x	17	340	https://files.docking.org/zinc22/zinc-22x/H17/H17P340/H17P340-M.smi.gz	40313
zinc-22x-H17P350	x	17	350	https://files.docking.org/zinc22/zinc-22x/H17/H17P350/H17P350-M.smi.gz	32174
zinc-22x-H17P360	x	17	360	https://files.docking.org/zinc22/zinc-22x/H17/H17P360/H17P360-M.smi.gz	26770
zinc-22x-H17P370	x	17	370	https://files.docking.org/zinc22/zinc-22x/H17/H17P370/H17P370-M.smi.gz	23889
