tranche_id	generation	heavy_atom_bin	logp_bin	url	expected_bytes
zinc-22f-H15P240	f	15	240	https://files.docking.org/zinc22/zinc-22f/H15/H15P240/H15P240-M.f.smi.gz	15796
zinc-22f-H15P250	f	15	250	https://files.docking.org/zinc22/zinc-22f/H15/H15P250/H15P250-M.f.smi.gz	22965
zinc-22f-H15P260	f	15	260	https://files.docking.org/zinc22/zinc-22f/H15/H15P260/H15P260-M.f.smi.gz	21698
zinc-22f-H15P270	f	15	270	https://files.docking.org/zinc22/zinc-22f/H15/H15P270/H15P270-M.f.smi.gz	18555
zinc-22f-H15P280	f	15	280	https://files.docking.org/zinc22/zinc-22f/H15/H15P280/H15P280-M.f.smi.gz	16413
zinc-22f-H15P290	f	15	290	https://files.docking.org/zinc22/zinc-22f/H15/H15P290/H15P290-M.f.smi.gz	14119
zinc-22f-H15P300	f	15	300	https://files.docking.org/zinc22/zinc-22f/H15/H15P300/H15P300-M.f.smi.gz	12574
zinc-22f-H15P310	f	15	310	https://files.docking.org/zinc22/zinc-22f/H15/H15P310/H15P310-M.f.smi.gz	12365
zinc-22f-H15P320	f	15	320	https://files.docking.org/zinc22/zinc-22f/H15/H15P320/H15P320-M.f.smi.gz	10450
zinc-22f-H15P330	f	15	330	https://files.docking.org/zinc22/zinc-22f/H15/H15P330/H15P330-M.f.smi.gz	6864
zinc-22f-H15P340	f	15	340	https://files.docking.org/zinc22/zinc-22f/H15/H15P340/H15P340-M.f.smi.gz	7982
zinc-22f-H15P350	f	15	350	https://files.docking.org/zinc22/zinc-22f/H15/H15P350/H15P350-M.f.smi.gz	5528
zinc-22f-H15P360	f	15	360	https://files.docking.org/zinc22/zinc-22f/H15/H15P360/H15P360-M.f.smi.gz	5253
zinc-22f-H15P370	f	15	370	https://files.docking.org/zinc22/zinc-22f/H15/H15P370/H15P370-M.f.smi.gz	3765
zinc-22f-H15P380	f	15	380	https://files.docking.org/zinc22/zinc-22f/H15/H15P380/H15P380-M.f.smi.gz	2612
zinc-22f-H15P390	f	15	390	https://files.docking.org/zinc22/zinc-22f/H15/H15P390/H15P390-M.f.smi.gz	2724
zinc-22f-H15P400	f	15	400	https://files.docking.org/zinc22/zinc-22f/H15/H15P400/H15P400-M.f.smi.gz	1882
zinc-22f-H15P410	f	15	410	https://files.docking.org/zinc22/zinc-22f/H15/H15P410/H15P410-M.f.smi.gz	1517
zinc-22f-H15P420	f	15	420	https://files.docking.org/zinc22/zinc-22f/H15/H15P420/H15P420-M.f.smi.gz	1243
zinc-22f-H15P430	f	15	430	https://files.docking.org/zinc22/zinc-22f/H15/H15P430/H15P430-M.f.smi.gz	894
zinc-22f-H15P440	f	15	440	https://files.docking.org/zinc22/zinc-22f/H15/H15P440/H15P440-M.f.smi.gz	714
zinc-22f-H15P450	f	15	450	https://files.docking.org/zinc22/zinc-22f/H15/H15P450/H15P450-M.f.smi.gz	555
zinc-22f-H15P460	f	15	460	https://files.docking.org/zinc22/zinc-22f/H15/H15P460/H15P460-M.f.smi.gz	502
zinc-22f-H15P470	f	15	470	https://files.docking.org/zinc22/zinc-22f/H15/H15P470/H15P470-M.f.smi.gz	451
zinc-22f-H15P480	f	15	480	https://files.docking.org/zinc22/zinc-22f/H15/H15P480/H15P480-M.f.smi.gz	284
zinc-22f-H15P490	f	15	490	https://files.docking.org/zinc22/zinc-22f/H15/H15P490/H15P490-M.f.smi.gz	211
zinc-22f-H15P500	f	15	500	https://files.docking.org/zinc22/zinc-22f/H15/H15P500/H15P500-M.f.smi.gz	446
zinc-22f-H16P000	f	16	0	https://files.docking.org/zinc22/zinc-22f/H16/H16P000/H16P000-M.f.smi.gz	75385
zinc-22f-H16P010	f	16	10	https://files.docking.org/zinc22/zinc-22f/H16/H16P010/H16P010-M.f.smi.gz	75155
zinc-22f-H16P020	f	16	20	https://files.docking.org/zinc22/zinc-22f/H16/H16P020/H16P020-M.f.smi.gz	85709
zinc-22f-H16P030	f	16	30	https://files.docking.org/zinc22/zinc-22f/H16/H16P030/H16P030-M.f.smi.gz	91781
zinc-22f-H16P040	f	16	40	https://files.docking.org/zinc22/zinc-22f/H16/H16P040/H16P040-M.f.smi.gz	85774
zinc-22f-H16P050	f	16	50	https://files.docking.org/zinc22/zinc-22f/H16/H16P050/H16P050-M.f.smi.gz	93029
zinc-22f-H16P060	f	16	60	https://files.docking.org/zinc22/zinc-22f/H16/H16P060/H16P060-M.f.smi.gz	91821
zinc-22f-H16P070	f	16	70	https://files.docking.org/zinc22/zinc-22f/H16/H16P070/H16P070-M.f.smi.gz	95988
zinc-22f-H16P080	f	16	80	https://files.docking.org/zinc22/zinc-22f/H16/H16P080/H16P080-M.f.smi.gz	95343
zinc-22f-H16P090	f	16	90	https://files.docking.org/zinc22/zinc-22f/H16/H16P090/H16P090-M.f.smi.gz	99835
zinc-22f-H16P100	f	16	100	https://files.docking.org/zinc22/zinc-22f/H16/H16P100/H16P100-M.f.smi.gz	91489
zinc-22f-H16P110	f	16	110	https://files.docking.org/zinc22/zinc-22f/H16/H16P110/H16P110-M.f.smi.gz	101814
zinc-22f-H16P120	f	16	120	https://files.docking.org/zinc22/zinc-22f/H16/H16P120/H16P120-M.f.smi.gz	102328
zinc-22f-H16P130	f	16	130	https://files.docking.org/zinc22/zinc-22f/H16/H16P130/H16P130-M.f.smi.gz	104639
zinc-22f-H16P140	f	16	140	https://files.docking.org/zinc22/zinc-22f/H16/H16P140/H16P140-M.f.smi.gz	104382
zinc-22f-H16P150	f	16	150	https://files.docking.org/zinc22/zinc-22f/H16/H16P150/H16P150-M.f.smi.gz	90209
zinc-22f-H16P160	f	16	160	https://files.docking.org/zinc22/zinc-22f/H16/H16P160/H16P160-M.f.smi.gz	96292
zinc-22f-H16P170	f	16	170	https://files.docking.org/zinc22/zinc-22f/H16/H16P170/H16P170-M.f.smi.gz	96540
zinc-22f-H16P180	f	16	180	https://files.docking.org/zinc22/zinc-22f/H16/H16P180/H16P180-M.f.smi.gz	89167
zinc-22f-H16P190	f	16	190	https://files.docking.org/zinc22/zinc-22f/H16/H16P190/H16P190-M.f.smi.gz	84364
zinc-22f-H16P200	f	16	200	https://files.docking.org/zinc22/zinc-22f/H16/H16P200/H16P200-M.f.smi.gz	82612
zinc-22f-H16P210	f	16	210	https://files.docking.org/zinc22/zinc-22f/H16/H16P210/H16P210-M.f.smi.gz	75776
zinc-22f-H16P220	f	16	220	https://files.docking.org/zinc22/zinc-22f/H16/H16P220/H16P220-M.f.smi.gz	71810
zinc-22f-H16P230	f	16	230	https://files.docking.org/zinc22/zinc-22f/H16/H16P230/H16P230-M.f.smi.gz	72024
zinc-22f-H16P240	f	16	240	https://files.docking.org/zinc22/zinc-22f/H16/H16P240/H16P240-M.f.smi.gz	59480
zinc-22f-H16P250	f	16	250	https://files.docking.org/zinc22/zinc-22f/H16/H16P250/H16P250-M.f.smi.gz	61758
zinc-22f-H16P260	f	16	260	https://files.docking.org/zinc22/zinc-22f/H16/H16P260/H16P260-M.f.smi.gz	57583
zinc-22f-H16P270	f	16	270	https://files.docking.org/zinc22/zinc-22f/H16/H16P270/H16P270-M.f.smi.gz	51886
zinc-22f-H16P280	f	16	280	https://files.docking.org/zinc22/zinc-22f/H16/H16P280/H16P280-M.f.smi.gz	42049
zinc-22f-H16P290	f	16	290	https://files.docking.org/zinc22/zinc-22f/H16/H16P290/H16P290-M.f.smi.gz	39775
zinc-22f-H16P300	f	16	300	https://files.docking.org/zinc22/zinc-22f/H16/H16P300/H16P300-M.f.smi.gz	37192
zinc-22f-H16P310	f	16	310	https://files.docking.org/zinc22/zinc-22f/H16/H16P310/H16P310-M.f.smi.gz	31341
zinc-22f-H16P320	f	16	320	https://files.docking.org/zinc22/zinc-22f/H16/H16P320/H16P320-M.f.smi.gz	28661
zinc-22f-H16P330	f	16	330	https://files.docking.org/zinc22/zinc-22f/H16/H16P330/H16P330-M.f.smi.gz	22982
zinc-22f-H16P340	f	16	340	https://files.docking.org/zinc22/zinc-22f/H16/H16P340/H16P340-M.f.smi.gz	20478
zinc-22f-H16P350	f	16	350	https://files.docking.org/zinc22/zinc-22f/H16/H16P350/H16P350-M.f.smi.gz	20470
zinc-22f-H16P360	f	16	360	https://files.docking.org/zinc22/zinc-22f/H16/H16P360/H16P360-M.f.smi.gz	15959
zinc-22f-H16P370	f	16	370	https://files.docking.org/zinc22/zinc-22f/H16/H16P370/H16P370-M.f.smi.gz	12538
zinc-22f-H16P380	f	16	380	https://files.docking.org/zinc22/zinc-22f/H16/H16P380/H16P380-M.f.smi.gz	10513
zinc-22f-H16P390	f	16	390	https://files.docking.org/zinc22/zinc-22f/H16/H16P390/H16P390-M.f.smi.gz	10298
zinc-22f-H16P400	f	16	400	https://files.docking.org/zinc22/zinc-22f/H16/H16P400/H16P400-M.f.smi.gz	7133
zinc-22f-H16P410	f	16	410	https://files.docking.org/zinc22/zinc-22f/H16/H16P410/H16P410-M.f.smi.gz	5607
zinc-22f-H16P420	f	16	420	https://files.docking.org/zinc22/zinc-22f/H16/H16P420/H16P420-M.f.smi.gz	3346
zinc-22f-H16P430	f	16	430	https://files.docking.org/zinc22/zinc-22f/H16/H16P430/H16P430-M.f.smi.gz	3354
zinc-22f-H16P440	f	16	440	https://files.docking.org/zinc22/zinc-22f/H16/H16P440/H16P440-M.f.smi.gz	1903
zinc-22f-H16P450	f	16	450	https://files.docking.org/zinc22/zinc-22f/H16/H16P450/H16P450-M.f.smi.gz	1548
zinc-22f-H16P460	f	16	460	https://files.docking.org/zinc22/zinc-22f/H16/H16P460/H16P460-M.f.smi.gz	1466
zinc-22f-H16P470	f	16	470	https://files.docking.org/zinc22/zinc-22f/H16/H16P470/H16P470-M.f.smi.gz	1317
zinc-22f-H16P480	f	16	480	https://files.docking.org/zinc22/zinc-22f/H16/H16P480/H16P480-M.f.smi.gz	754
zinc-22f-H16P490	f	16	490	https://files.docking.org/zinc22/zinc-22f/H16/H16P490/H16P490-M.f.smi.gz	706
zinc-22f-H16P500	f	16	500	https://files.docking.org/zinc22/zinc-22f/H16/H16P500/H16P500-M.f.smi.gz	1160
zinc-22f-H16P600	f	16	600	https://files.docking.org/zinc22/zinc-22f/H16/H16P600/H16P600-M.f.smi.gz	114
zinc-22f-H17P000	f	17	0	https://files.docking.org/zinc22/zinc-22f/H17/H17P000/H17P000-M.f.smi.gz	163277
zinc-22f-H17P010	f	17	10	https://files.docking.org/zinc22/zinc-22f/H17/H17P010/H17P010-M.f.smi.gz	185915
zinc-22f-H17P020	f	17	20	https://files.docking.org/zinc22/zinc-22f/H17/H17P020/H17P020-M.f.smi.gz	186104
zinc-22f-H17P030	f	17	30	https://files.docking.org/zinc22/zinc-22f/H17/H17P030/H17P030-M.f.smi.gz	227670
zinc-22f-H17P040	f	17	40	https://files.docking.org/zinc22/zinc-22f/H17/H17P040/H17P040-M.f.smi.gz	229635
zinc-22f-H17P050	f	17	50	https://files.docking.org/zinc22/zinc-22f/H17/H17P050/H17P050-M.f.smi.gz	220413
zinc-22f-H17P060	f	17	60	https://files.docking.org/zinc22/zinc-22f/H17/H17P060/H17P060-M.f.smi.gz	244808
zinc-22f-H17P070	f	17	70	https://files.docking.org/zinc22/zinc-22f/H17/H17P070/H17P070-M.f.smi.gz	278706
zinc-22f-H17P080	f	17	80	https://files.docking.org/zinc22/zinc-22f/H17/H17P080/H17P080-M.f.smi.gz	269066
zinc-22f-H17P090	f	17	90	https://files.docking.org/zinc22/zinc-22f/H17/H17P090/H17P090-M.f.smi.gz	255419
zinc-22f-H17P100	f	17	100	https://files.docking.org/zinc22/zinc-22f/H17/H17P100/H17P100-M.f.smi.gz	258053
zinc-22f-H17P110	f	17	110	https://files.docking.org/zinc22/zinc-22f/H17/H17P110/H17P110-M.f.smi.gz	261869
zinc-22f-H17P120	f	17	120	https://files.docking.org/zinc22/zinc-22f/H17/H17P120/H17P120-M.f.smi.gz	246597
zinc-22f-H17P130	f	17	130	https://files.docking.org/zinc22/zinc-22f/H17/H17P130/H17P130-M.f.smi.gz	242223
zinc-22f-H17P140	f	17	140	https://files.docking.org/zinc22/zinc-22f/H17/H17P140/H17P140-M.f.smi.gz	236367
zinc-22f-H17P150	f	17	150	https://files.docking.org/zinc22/zinc-22f/H17/H17P150/H17P150-M.f.smi.gz	234731
zinc-22f-H17P160	f	17	160	https://files.docking.org/zinc22/zinc-22f/H17/H17P160/H17P160-M.f.smi.gz	211879
zinc-22f-H17P170	f	17	170	https://files.docking.org/zinc22/zinc-22f/H17/H17P170/H17P170-M.f.smi.gz	260409
zinc-22f-H17P180	f	17	180	https://files.docking.org/zinc22/zinc-22f/H17/H17P180/H17P180-M.f.smi.gz	232138
zinc-22f-H17P190	f	17	190	https://files.docking.org/zinc22/zinc-22f/H17/H17P190/H17P190-M.f.smi.gz	223151
zinc-22f-H17P200	f	17	200	https://files.docking.org/zinc22/zinc-22f/H17/H17P200/H17P200-M.f.smi.gz	209022
zinc-22f-H17P210	f	17	210	https://files.docking.org/zinc22/zinc-22f/H17/H17P210/H17P210-M.f.smi.gz	209443
zinc-22f-H17P220	f	17	220	https://files.docking.org/zinc22/zinc-22f/H17/H17P220/H17P220-M.f.smi.gz	187541
zinc-22f-H17P230	f	17	230	https://files.docking.org/zinc22/zinc-22f/H17/H17P230/H17P230-M.f.smi.gz	176584
zinc-22f-H17P240	f	17	240	https://files.docking.org/zinc22/zinc-22f/H17/H17P240/H17P240-M.f.smi.gz	161910
zinc-22f-H17P250	f	17	250	https://files.docking.org/zinc22/zinc-22f/H17/H17P250/H17P250-M.f.smi.gz	150865
zinc-22f-H17P260	f	17	260	https://files.docking.org/zinc22/zinc-22f/H17/H17P260/H17P260-M.f.smi.gz	152241
zinc-22f-H17P270	f	17	270	https://files.docking.org/zinc22/zinc-22f/H17/H17P270/H17P270-M.f.smi.gz	98681
zinc-22f-H17P280	f	17	280	https://files.docking.org/zinc22/zinc-22f/H17/H17P280/H17P280-M.f.smi.gz	94712
zinc-22f-H17P290	f	17	290	https://files.docking.org/zinc22/zinc-22f/H17/H17P290/H17P290-M.f.smi.gz	94377
zinc-22f-H17P300	f	17	300	https://files.docking.org/zinc22/zinc-22f/H17/H17P300/H17P300-M.f.smi.gz	65407
zinc-22f-H17P310	f	17	310	https://files.docking.org/zinc22/zinc-22f/H17/H17P310/H17P310-M.f.smi.gz	83910
zinc-22f-H17P320	f	17	320	https://files.docking.org/zinc22/zinc-22f/H17/H17P320/H17P320-M.f.smi.gz	50369
zinc-22f-H17P330	f	17	330	https://files.docking.org/zinc22/zinc-22f/H17/H17P330/H17P330-M.f.smi.gz	66364
zinc-22f-H17P340	f	17	340	https://files.docking.org/zinc22/zinc-22f/H17/H17P340/H17P340-M.f.smi.gz	62986
zinc-22f-H17P350	f	17	350	https://files.docking.org/zinc22/zinc-22f/H17/H17P350/H17P350-M.f.smi.gz	53054
zinc-22f-H17P360	f	17	360	https://files.docking.org/zinc22/zinc-22f/H17/H17P360/H17P360-M.f.smi.gz	43022
zinc-22f-H17P370	f	17	370	https://files.docking.org/zinc22/zinc-22f/H17/H17P370/H17P370-M.f.smi.gz	37043
zinc-22f-H17P380	f	17	380	https://files.docking.org/zinc22/zinc-22f/H17/H17P380/H17P380-M.f.smi.gz	34070
zinc-22f-H17P390	f	17	390	https://files.docking.org/zinc22/zinc-22f/H17/H17P390/H17P390-M.f.smi.gz	28576
zinc-22f-H17P400	f	17	400	https://files.docking.org/zinc22/zinc-22f/H17/H17P400/H17P400-M.f.smi.gz	22360
zinc-22f-H17P410	f	17	410	https://files.docking.org/zinc22/zinc-22f/H17/H17P410/H17P410-M.f.smi.gz	18642
zinc-22f-H17P420	f	17	420	https://files.docking.org/zinc22/zinc-22f/H17/H17P420/H17P420-M.f.smi.gz	16443
zinc-22f-H17P430	f	17	430	https://files.docking.org/zinc22/zinc-22f/H17/H17P430/H17P430-M.f.smi.gz	13540
zinc-22f-H17P440	f	17	440	https://files.docking.org/zinc22/zinc-22f/H17/H17P440/H17P440-M.f.smi.gz	10236
zinc-22f-H17P450	f	17	450	https://files.docking.org/zinc22/zinc-22f/H17/H17P450/H17P450-M.f.smi.gz	8244
zinc-22f-H17P460	f	17	460	https://files.docking.org/zinc22/zinc-22f/H17/H17P460/H17P460-M.f.smi.gz	6165
zinc-22f-H17P470	f	17	470	https://files.docking.org/zinc22/zinc-22f/H17/H17P470/H17P470-M.f.smi.gz	5196
zinc-22f-H17P480	f	17	480	https://files.docking.org/zinc22/zinc-22f/H17/H17P480/H17P480-M.f.smi.gz	3015
zinc-22f-H17P490	f	17	490	https://files.docking.org/zinc22/zinc-22f/H17/H17P490/H17P490-M.f.smi.gz	2416
zinc-22f-H17P500	f	17	500	https://files.docking.org/zinc22/zinc-22f/H17/H17P500/H17P500-M.f.smi.gz	5089
zinc-22f-H17P600	f	17	600	https://files.docking.org/zinc22/zinc-22f/H17/H17P600/H17P600-M.f.smi.gz	188
zinc-22f-H18P000	f	18	0	https://files.docking.org/zinc22/zinc-22f/H18/H18P000/H18P000-M.f.smi.gz	341559
zinc-22f-H18P010	f	18	10	https://files.docking.org/zinc22/zinc-22f/H18/H18P010/H18P010-M.f.smi.gz	355529
zinc-22f-H18P020	f	18	20	https://files.docking.org/zinc22/zinc-22f/H18/H18P020/H18P020-M.f.smi.gz	365053
zinc-22f-H18P030	f	18	30	https://files.docking.org/zinc22/zinc-22f/H18/H18P030/H18P030-M.f.smi.gz	408568
zinc-22f-H18P040	f	18	40	https://files.docking.org/zinc22/zinc-22f/H18/H18P040/H18P040-M.f.smi.gz	433640
zinc-22f-H18P050	f	18	50	https://files.docking.org/zinc22/zinc-22f/H18/H18P050/H18P050-M.f.smi.gz	457156
zinc-22f-H18P060	f	18	60	https://files.docking.org/zinc22/zinc-22f/H18/H18P060/H18P060-M.f.smi.gz	487717
zinc-22f-H18P070	f	18	70	https://files.docking.org/zinc22/zinc-22f/H18/H18P070/H18P070-M.f.smi.gz	538343
zinc-22f-H18P080	f	18	80	https://files.docking.org/zinc22/zinc-22f/H18/H18P080/H18P080-M.f.smi.gz	532344
zinc-22f-H18P090	f	18	90	https://files.docking.org/zinc22/zinc-22f/H18/H18P090/H18P090-M.f.smi.gz	539218
zinc-22f-H18P100	f	18	100	https://files.docking.org/zinc22/zinc-22f/H18/H18P100/H18P100-M.f.smi.gz	561254
zinc-22f-H18P110	f	18	110	https://files.docking.org/zinc22/zinc-22f/H18/H18P110/H18P110-M.f.smi.gz	587193
zinc-22f-H18P120	f	18	120	https://files.docking.org/zinc22/zinc-22f/H18/H18P120/H18P120-M.f.smi.gz	542102
zinc-22f-H18P130	f	18	130	https://files.docking.org/zinc22/zinc-22f/H18/H18P130/H18P130-M.f.smi.gz	503390
zinc-22f-H18P140	f	18	140	https://files.docking.org/zinc22/zinc-22f/H18/H18P140/H18P140-M.f.smi.gz	525628
zinc-22f-H18P150	f	18	150	https://files.docking.org/zinc22/zinc-22f/H18/H18P150/H18P150-M.f.smi.gz	519360
zinc-22f-H18P160	f	18	160	https://files.docking.org/zinc22/zinc-22f/H18/H18P160/H18P160-M.f.smi.gz	517839
zinc-22f-H18P170	f	18	170	https://files.docking.org/zinc22/zinc-22f/H18/H18P170/H18P170-M.f.smi.gz	531566
zinc-22f-H18P180	f	18	180	https://files.docking.org/zinc22/zinc-22f/H18/H18P180/H18P180-M.f.smi.gz	491012
zinc-22f-H18P190	f	18	190	https://files.docking.org/zinc22/zinc-22f/H18/H18P190/H18P190-M.f.smi.gz	489663
zinc-22f-H18P200	f	18	200	https://files.docking.org/zinc22/zinc-22f/H18/H18P200/H18P200-M.f.smi.gz	430778
zinc-22f-H18P210	f	18	210	https://files.docking.org/zinc22/zinc-22f/H18/H18P210/H18P210-M.f.smi.gz	440017
zinc-22f-H18P220	f	18	220	https://files.docking.org/zinc22/zinc-22f/H18/H18P220/H18P220-M.f.smi.gz	413726
zinc-22f-H18P230	f	18	230	https://files.docking.org/zinc22/zinc-22f/H18/H18P230/H18P230-M.f.smi.gz	368807
zinc-22f-H18P240	f	18	240	https://files.docking.org/zinc22/zinc-22f/H18/H18P240/H18P240-M.f.smi.gz	375442
zinc-22f-H18P250	f	18	250	https://files.docking.org/zinc22/zinc-22f/H18/H18P250/H18P250-M.f.smi.gz	328193
zinc-22f-H18P260	f	18	260	https://files.docking.org/zinc22/zinc-22f/H18/H18P260/H18P260-M.f.smi.gz	312313
zinc-22f-H18P270	f	18	270	https://files.docking.org/zinc22/zinc-22f/H18/H18P270/H18P270-M.f.smi.gz	314336
zinc-22f-H18P280	f	18	280	https://files.docking.org/zinc22/zinc-22f/H18/H18P280/H18P280-M.f.smi.gz	268137
zinc-22f-H18P290	f	18	290	https://files.docking.org/zinc22/zinc-22f/H18/H18P290/H18P290-M.f.smi.gz	241541
zinc-22f-H18P300	f	18	300	https://files.docking.org/zinc22/zinc-22f/H18/H18P300/H18P300-M.f.smi.gz	243789
zinc-22f-H18P310	f	18	310	https://files.docking.org/zinc22/zinc-22f/H18/H18P310/H18P310-M.f.smi.gz	210352
zinc-22f-H18P320	f	18	320	https://files.docking.org/zinc22/zinc-22f/H18/H18P320/H18P320-M.f.smi.gz	181434
zinc-22f-H18P330	f	18	330	https://files.docking.org/zinc22/zinc-22f/H18/H18P330/H18P330-M.f.smi.gz	169116
zinc-22f-H18P340	f	18	340	https://files.docking.org/zinc22/zinc-22f/H18/H18P340/H18P340-M.f.smi.gz	140809
zinc-22f-H18P350	f	18	350	https://files.docking.org/zinc22/zinc-22f/H18/H18P350/H18P350-M.f.smi.gz	121213
zinc-22f-H18P360	f	18	360	https://files.docking.org/zinc22/zinc-22f/H18/H18P360/H18P360-M.f.smi.gz	117233
zinc-22f-H18P370	f	18	370	https://files.docking.org/zinc22/zinc-22f/H18/H18P370/H18P370-M.f.smi.gz	83986
zinc-22f-H18P380	f	18	380	https://files.docking.org/zinc22/zinc-22f/H18/H18P380/H18P380-M.f.smi.gz	86696
zinc-22f-H18P390	f	18	390	https://files.docking.org/zinc22/zinc-22f/H18/H18P390/H18P390-M.f.smi.gz	68744
zinc-22f-H18P400	f	18	400	https://files.docking.org/zinc22/zinc-22f/H18/H18P400/H18P400-M.f.smi.gz	49669
zinc-22f-H18P410	f	18	410	https://files.docking.org/zinc22/zinc-22f/H18/H18P410/H18P410-M.f.smi.gz	47545
zinc-22f-H18P420	f	18	420	https://files.docking.org/zinc22/zinc-22f/H18/H18P420/H18P420-M.f.smi.gz	43805
zinc-22f-H18P430	f	18	430	https://files.docking.org/zinc22/zinc-22f/H18/H18P430/H18P430-M.f.smi.gz	34245
zinc-22f-H18P440	f	18	440	https://files.docking.org/zinc22/zinc-22f/H18/H18P440/H18P440-M.f.smi.gz	28669
zinc-22f-H18P450	f	18	450	https://files.docking.org/zinc22/zinc-22f/H18/H18P450/H18P450-M.f.smi.gz	22195
zinc-22f-H18P460	f	18	460	https://files.docking.org/zinc22/zinc-22f/H18/H18P460/H18P460-M.f.smi.gz	17536
zinc-22f-H18P470	f	18	470	https://files.docking.org/zinc22/zinc-22f/H18/H18P470/H18P470-M.f.smi.gz	15214
zinc-22f-H18P480	f	18	480	https://files.docking.org/zinc22/zinc-22f/H18/H18P480/H18P480-M.f.smi.gz	9963
zinc-22f-H18P490	f	18	490	https://files.docking.org/zinc22/zinc-22f/H18/H18P490/H18P490-M.f.smi.gz	7400
zinc-22f-H18P500	f	18	500	https://files.docking.org/zinc22/zinc-22f/H18/H18P500/H18P500-M.f.smi.gz	17941
zinc-22f-H18P600	f	18	600	https://files.docking.org/zinc22/zinc-22f/H18/H18P600/H18P600-M.f.smi.gz	295
zinc-22f-H19P000	f	19	0	https://files.docking.org/zinc22/zinc-22f/H19/H19P000/H19P000-M.f.smi.gz	2142070
zinc-22f-H19P010	f	19	10	https://files.docking.org/zinc22/zinc-22f/H19/H19P010/H19P010-M.f.smi.gz	2204291
zinc-22f-H19P020	f	19	20	https://files.docking.org/zinc22/zinc-22f/H19/H19P020/H19P020-M.f.smi.gz	2556813
zinc-22f-H19P030	f	19	30	https://files.docking.org/zinc22/zinc-22f/H19/H19P030/H19P030-M.f.smi.gz	2566328
zinc-22f-H19P040	f	19	40	https://files.docking.org/zinc22/zinc-22f/H19/H19P040/H19P040-M.f.smi.gz	2704406
zinc-22f-H19P050	f	19	50	https://files.docking.org/zinc22/zinc-22f/H19/H19P050/H19P050-M.f.smi.gz	263826
zinc-22f-H19P060	f	19	60	https://files.docking.org/zinc22/zinc-22f/H19/H19P060/H19P060-M.f.smi.gz	2827427
zinc-22f-H19P070	f	19	70	https://files.docking.org/zinc22/zinc-22f/H19/H19P070/H19P070-M.f.smi.gz	3070560
zinc-22f-H19P080	f	19	80	https://files.docking.org/zinc22/zinc-22f/H19/H19P080/H19P080-M.f.smi.gz	3006559
zinc-22f-H19P090	f	19	90	https://files.docking.org/zinc22/zinc-22f/H19/H19P090/H19P090-M.f.smi.gz	3129667
zinc-22f-H19P100	f	19	100	https://files.docking.org/zinc22/zinc-22f/H19/H19P100/H19P100-M.f.smi.gz	3200564
zinc-22f-H19P110	f	19	110	https://files.docking.org/zinc22/zinc-22f/H19/H19P110/H19P110-M.f.smi.gz	3427099
zinc-22f-H19P120	f	19	120	https://files.docking.org/zinc22/zinc-22f/H19/H19P120/H19P120-M.f.smi.gz	4790091
zinc-22f-H19P130	f	19	130	https://files.docking.org/zinc22/zinc-22f/H19/H19P130/H19P130-M.f.smi.gz	5290301
zinc-22f-H19P140	f	19	140	https://files.docking.org/zinc22/zinc-22f/H19/H19P140/H19P140-M.f.smi.gz	5444352
zinc-22f-H19P150	f	19	150	https://files.docking.org/zinc22/zinc-22f/H19/H19P150/H19P150-M.f.smi.gz	5353528
zinc-22f-H19P160	f	19	160	https://files.docking.org/zinc22/zinc-22f/H19/H19P160/H19P160-M.f.smi.gz	5186990
zinc-22f-H19P170	f	19	170	https://files.docking.org/zinc22/zinc-22f/H19/H19P170/H19P170-M.f.smi.gz	4897717
zinc-22f-H19P180	f	19	180	https://files.docking.org/zinc22/zinc-22f/H19/H19P180/H19P180-M.f.smi.gz	4695526
zinc-22f-H19P190	f	19	190	https://files.docking.org/zinc22/zinc-22f/H19/H19P190/H19P190-M.f.smi.gz	4551152
zinc-22f-H19P200	f	19	200	https://files.docking.org/zinc22/zinc-22f/H19/H19P200/H19P200-M.f.smi.gz	2516525
zinc-22f-H19P210	f	19	210	https://files.docking.org/zinc22/zinc-22f/H19/H19P210/H19P210-M.f.smi.gz	2477995
zinc-22f-H19P220	f	19	220	https://files.docking.org/zinc22/zinc-22f/H19/H19P220/H19P220-M.f.smi.gz	2293225
zinc-22f-H19P230	f	19	230	https://files.docking.org/zinc22/zinc-22f/H19/H19P230/H19P230-M.f.smi.gz	2228618
zinc-22f-H19P240	f	19	240	https://files.docking.org/zinc22/zinc-22f/H19/H19P240/H19P240-M.f.smi.gz	2029029
zinc-22f-H19P250	f	19	250	https://files.docking.org/zinc22/zinc-22f/H19/H19P250/H19P250-M.f.smi.gz	2032234
zinc-22f-H19P260	f	19	260	https://files.docking.org/zinc22/zinc-22f/H19/H19P260/H19P260-M.f.smi.gz	1784541
zinc-22f-H19P270	f	19	270	https://files.docking.org/zinc22/zinc-22f/H19/H19P270/H19P270-M.f.smi.gz	1678357
zinc-22f-H19P280	f	19	280	https://files.docking.org/zinc22/zinc-22f/H19/H19P280/H19P280-M.f.smi.gz	1533131
zinc-22f-H19P290	f	19	290	https://files.docking.org/zinc22/zinc-22f/H19/H19P290/H19P290-M.f.smi.gz	1433501
zinc-22f-H19P300	f	19	300	https://files.docking.org/zinc22/zinc-22f/H19/H19P300/H19P300-M.f.smi.gz	1305244
